dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9458346048214832,0.9301271654369484,0.5750024035123327,0.8221840983624069,0.1712805579356304,187.68754386901853,5.247013807296753,ok,,26215,20972,0,6554,,90,1e-05,True,183.2802391052246,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,21,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9485027655922182,0.949074957085638,,,4,True,False,,f_mmd,test,standardized_l2,0.05,3.2988651083146703,0.5398731338134635,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9870459740919482,0.98705163051232,0.986088678625656,0.9990774718526356,0.0350991583896991,149.53444576263428,7.294736862182617,ok,,31492,25193,0,7874,,90,1e-05,True,149.5339891910553,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9868233052865534,0.9868233052865534,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.257032659261513,0.7700180795950836,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.7435864871729744,0.7029702777761954,0.6433080720463037,0.8517805922740874,0.4960211539433052,155.96465682983398,7.337794303894043,ok,,31492,25193,0,7874,,90,1e-05,True,155.9642312526703,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.8109223686299413,0.8109223686299413,,,0,True,False,,f_mmd,test,standardized_l2,0.05,1.841158544175087,0.1147705521576552,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.7002842928216062,0.6796598157335223,0.7256673753838885,0.6011878975177718,9.449135303497314,0.4479212760925293,ok,,1072,857,0,268,,30,1e-05,True,9.44871973991394,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.772093023255814,0.7767441860465116,,,2,True,False,,f_mmd,test,standardized_l2,0.05,4.580026916701443,1.8472818550739796,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7242857142857143,0.7242832553378848,0.7242840732356157,0.7921419219238929,0.5596780085337834,300.46034574508667,19.609495878219604,ok,,56000,44800,0,14000,,150,1e-05,True,300.459852218628,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,45,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7336607142857143,0.7336607142857143,,,0,True,False,,f_mmd,test,standardized_l2,0.05,28.27102434925805,22.468799402316154,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9708333333333332,0.9708394101442228,0.971635150166852,0.9902843437152392,0.1230176731407811,8.239596843719482,0.4627959728240967,ok,,1920,1536,0,480,,30,1e-05,True,8.238933324813843,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9739583333333334,0.9739583333333334,,,0,True,False,,f_mmd,test,standardized_l2,0.05,3.4741110173005367,0.5011058777592458,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),binclass,1920,384,480,30,2,0.95,0.9500130228681566,0.9506395995550612,0.9895543659621802,0.1332899966273419,8.049861669540405,0.4447321891784668,ok,,1920,1536,0,480,,30,1e-05,True,8.049484729766846,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9791666666666666,0.9791666666666666,,,0,True,False,,f_mmd,test,standardized_l2,0.05,2.770015941600811,0.3098385256639104,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9541666666666668,0.95417860429581,0.9548109010011124,0.9920050055617352,0.11415709541729,9.967023849487305,0.4496104717254638,ok,,1920,1536,0,480,,30,1e-05,True,9.966654539108276,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9583333333333334,0.9635416666666666,,,2,True,False,,f_mmd,test,standardized_l2,0.05,3.064720688473775,0.2426838793946008,,True
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data184/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8928571428571429,0.881727902666989,0.7094449014768677,0.9077643279664668,0.2469755065656912,8.415807008743286,0.4523072242736816,ok,,1792,1433,0,448,,30,1e-05,True,8.415297031402588,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.8941504178272981,0.8941504178272981,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.669495286517383,1.1691989332092023,,True
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data184/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6754545454545454,0.6635866080274333,0.7251773308455639,0.731384447090967,0.5044244252342487,56.820897340774536,1.2308011054992676,ok,,8799,7039,0,2200,,30,1e-05,True,56.8205201625824,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,8,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.6852272727272727,0.6869318181818181,,,3,True,False,,f_mmd,test,standardized_l2,0.05,2.45415648121375,0.4158372131648044,,True
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data184/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7483544303797468,0.7480717524590728,0.7471608068074895,0.8219608100945439,0.5183312177700191,90.14943170547484,1.412877082824707,ok,,7896,6316,0,1975,,30,1e-05,True,90.1490442752838,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,7,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7443037974683544,0.7506329113924051,,,11,True,False,,f_mmd,test,standardized_l2,0.05,4.3961798355967305,3.28872534551339,,True
