dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_wise_ft,ttt_wise_alpha,ttt_wise_applied,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9449191333536772,0.932147034157801,0.5943292064136391,0.8361584395329708,0.16637792020716508,54.30832266807556,12.859391927719116,ok,,26215,20972,0,6554,0.2134508565068245,True,0.1,False,57,1e-05,True,54.07863259315491,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=32769>=2000,30,3,epoch_chunk,accuracy,0.9490749570856379,0.9506008010680908,0.9490749570856379,0.9506008010680908,11,True,False,,f_mmd,test,standardized_l2,2.7101166695326047,0.7132049543184317,,True
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.757135703555333,0.7567450532836608,0.7563870768522444,0.9159983293643914,0.5478666014074549,19.677639961242676,1.388148307800293,ok,,7987,6389,0,1997,0.5813232064247131,True,0.1,False,30,1e-05,True,19.64061951637268,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=9984>=2000,30,1,epoch_chunk,accuracy,0.7509386733416771,0.7828535669586983,0.7509386733416771,0.7828535669586983,29,False,False,,f_mmd,test,standardized_l2,2.2142558423824252,0.52797960419782,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9881889763779528,0.9882017739085094,0.988013101786487,0.9991391142857858,0.03361278288706922,87.6039936542511,20.399483680725098,ok,,31492,25193,0,7874,0.0363205187022686,True,0.1,False,84,1e-05,True,87.34956812858582,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.9866645499285601,0.9879345927925067,0.9866645499285601,0.9879345927925067,20,True,False,,f_mmd,test,standardized_l2,3.0795086347335703,0.8663256525110182,,True
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5877938517179023,0.5862416377737292,0.5690290605756556,0.765301724084335,0.8737308237953966,62.013416051864624,36.70376968383789,ok,,44236,35388,0,11060,0.8873113095760345,True,0.1,False,52,1e-05,True,61.61212372779846,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=55296>=2000,30,4,epoch_chunk,accuracy,0.5762884267631103,0.5783227848101266,0.5762884267631103,0.5783227848101266,5,True,False,,f_mmd,test,standardized_l2,2.1959856083873253,0.5246082558992831,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8145796291592583,0.8120729426518644,0.7836237993451125,0.8837810338288298,0.40354288398414595,36.611616134643555,20.46505069732666,ok,,31492,25193,0,7874,0.4395628422498703,True,0.1,False,33,1e-05,True,36.29169321060181,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=39366>=2000,30,3,epoch_chunk,accuracy,0.8096523257659946,0.8098110811239879,0.8096523257659946,0.8098110811239879,3,True,False,,f_mmd,test,standardized_l2,1.4329446753841437,0.13425084653171498,,True
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.8745,0.8643887435096065,0.7437799895427014,0.8828620608281624,0.31289506331494404,9.624629259109497,2.740281581878662,ok,,8000,6400,0,2000,0.35040436685085297,True,0.1,False,11,1e-05,True,9.536044359207153,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=10000>=2000,30,1,epoch_chunk,accuracy,0.861875,0.864375,0.861875,0.864375,3,True,False,,f_mmd,test,standardized_l2,1.5992043188286804,0.3558455279580935,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.6996191714905836,0.6777699031419797,0.7435624852350579,0.5781217591395699,4.8691229820251465,0.386063814163208,ok,,1072,857,0,268,0.6178067624568939,True,0.1,True,14,1e-05,True,4.83608341217041,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft=alpha0.1 rows=1340<2000,30,1,epoch_chunk,accuracy,0.7581395348837209,0.772093023255814,0.7581395348837209,0.772093023255814,6,True,False,,f_mmd,test,standardized_l2,3.0331155126065927,1.7815882785264672,,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9244186046511628,0.9244184982007921,0.9244192911190947,0.9802941014226209,0.1805960912159635,23.25676655769348,7.170577049255371,ok,,16512,13209,0,4128,0.20219482481479645,True,0.1,False,28,1e-05,True,23.11761450767517,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=20640>=2000,30,2,epoch_chunk,accuracy,0.9182561307901907,0.9224947017862549,0.9182561307901907,0.9224947017862549,6,True,False,,f_mmd,test,standardized_l2,3.659230018752077,7.796815531165866,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7325714285714285,0.7322461174644646,0.7325515861392935,0.8011572718064561,0.5423924192814055,60.85057520866394,56.70482349395752,ok,,56000,44800,0,14000,0.5282776355743408,True,0.1,False,45,1e-05,True,60.35011553764343,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=70000>=2000,30,5,epoch_chunk,accuracy,0.7323214285714286,0.7339285714285714,0.7323214285714286,0.7339285714285714,1,True,False,,f_mmd,test,standardized_l2,4.392218096511725,42.068193808491316,,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8332916145181477,0.7606286239548004,0.5069778852854534,0.6257162726226078,0.43850348197413774,55.71804594993591,7.304248094558716,ok,,31958,25566,0,7990,0.4594935029745102,True,0.1,False,63,1e-05,True,55.629488468170166,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=39948>=2000,30,3,epoch_chunk,accuracy,0.8322903629536921,0.8326032540675845,0.8322903629536921,0.8326032540675845,13,True,False,,f_mmd,test,standardized_l2,64.7512999132209,3211.0248844038138,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.98125,0.9812551287562032,0.9817157953281423,0.9964022525027809,0.06314841574205252,7.015983819961548,0.9086661338806152,ok,,1920,1536,0,480,0.14071183651685715,True,0.1,False,14,1e-05,True,6.940552711486816,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9661458333333334,0.9713541666666666,0.9661458333333334,0.9713541666666666,6,True,False,,f_mmd,test,standardized_l2,2.689213829683035,0.5319167770763085,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),binclass,1920,384,480,30,2,0.98125,0.9812531761578588,0.9814377085650723,0.9976362625139044,0.0536148671136883,7.50148344039917,1.0266647338867188,ok,,1920,1536,0,480,0.1013253815472126,True,0.1,False,15,1e-05,True,7.430557012557983,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9635416666666666,0.9739583333333334,0.9635416666666666,0.9739583333333334,7,True,False,,f_mmd,test,standardized_l2,2.444626900675595,0.4645951600284631,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9625,0.9625097671511172,0.9631535038932146,0.9923873748609566,0.10971898676079954,4.233526945114136,0.9450006484985352,ok,,1920,1536,0,480,0.09819071367383003,True,0.1,False,8,1e-05,True,4.163025140762329,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.96875,0.96875,0.96875,0.96875,0,True,False,,f_mmd,test,standardized_l2,2.1464377624230733,0.2715783456732974,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9708333333333333,0.9708409321175279,0.9712180200222469,0.9953246662958843,0.0898178996255983,8.132758378982544,0.9056813716888428,ok,,1920,1536,0,480,0.09247705712914467,True,0.1,False,17,1e-05,True,8.060946464538574,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.9609375,0.9661458333333334,0.9609375,0.9661458333333334,9,True,False,,f_mmd,test,standardized_l2,2.270342822139076,0.3725505051930018,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9625,0.9625097698653929,0.9628754171301446,0.9936561457174639,0.09892960153821731,5.86881422996521,0.9061508178710938,ok,,1920,1536,0,480,0.14861845970153809,True,0.1,False,12,1e-05,True,5.797659397125244,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=2400>=2000,30,1,epoch_chunk,accuracy,0.953125,0.9557291666666666,0.953125,0.9557291666666666,4,True,False,,f_mmd,test,standardized_l2,2.450091099066465,0.3067566146483796,,True
Credit_c,/home/crc00006699/zh/tabiclv2/data184/Credit_c,multiclass,80000,16000,20000,22,3,0.8233,0.8232144224024308,0.8384125672209373,0.9330036424581882,0.411791208198337,314.7617132663727,117.1663613319397,ok,,80000,64000,0,20000,0.6051487922668457,True,0.1,False,175,1e-05,True,313.2599980831146,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=100000>=2000,30,7,epoch_chunk,accuracy,0.812875,0.8251875,0.812875,0.8251875,17,True,False,,f_mmd,test,standardized_l2,1.9814631166398833,6.995364976039853,,True
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data184/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.890625,0.8819285508425728,0.7204332667371802,0.9132487170446978,0.24365334366666874,4.244151830673218,0.77290940284729,ok,,1792,1433,0,448,0.21752481162548065,True,0.1,False,8,1e-05,True,4.179604768753052,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=2240>=2000,30,1,epoch_chunk,accuracy,0.8913649025069638,0.8913649025069638,0.8913649025069638,0.8913649025069638,0,True,False,,f_mmd,test,standardized_l2,3.226148876255419,1.6520750685156118,,True
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data184/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7359307359307359,0.7356618719252352,0.7339656729900632,0.8389039445950014,0.4886028968331753,7.4954609870910645,0.8667280673980713,ok,,920,736,0,231,0.4525289982557297,True,0.1,True,21,1e-05,True,7.449283599853516,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft=alpha0.1 rows=1151<2000,30,1,epoch_chunk,accuracy,0.7445652173913043,0.7771739130434783,0.7445652173913043,0.7771739130434783,13,True,False,,f_mmd,test,standardized_l2,2.9706554974694437,3.7963102715453965,,True
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data184/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6759090909090909,0.6639927554955862,0.7257410287035121,0.7307370317293633,0.5036617055360195,9.580581188201904,3.1147115230560303,ok,,8799,7039,0,2200,0.5171557068824768,True,0.1,False,10,1e-05,True,9.489094972610474,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=10999>=2000,30,1,epoch_chunk,accuracy,0.6823863636363636,0.6829545454545455,0.6823863636363636,0.6829545454545455,2,True,False,,f_mmd,test,standardized_l2,1.7724484358992147,0.4106505457967179,,True
Employee,/home/crc00006699/zh/tabiclv2/data184/Employee,binclass,3722,745,931,8,2,0.8625134264232008,0.8559801467558665,0.8141392184942717,0.8782733224222586,0.3541205896686238,4.998258113861084,1.1459276676177979,ok,,3722,2977,0,931,0.325481116771698,True,0.1,False,11,1e-05,True,4.950017690658569,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=4653>=2000,30,1,epoch_chunk,accuracy,0.8523489932885906,0.8563758389261745,0.8523489932885906,0.8563758389261745,3,True,False,,f_mmd,test,standardized_l2,2.1360391217152292,0.3149144894708064,,True
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data184/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7549367088607595,0.7546515714704397,0.7537333746954339,0.826494377082657,0.512346743653534,11.994125127792358,3.4894351959228516,ok,,7896,6316,0,1975,0.5405997931957245,True,0.1,False,10,1e-05,True,11.8262779712677,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=9871>=2000,30,1,epoch_chunk,accuracy,0.7487341772151899,0.7493670886075949,0.7487341772151899,0.7493670886075949,2,True,False,,f_mmd,test,standardized_l2,2.8209516631808005,3.2968851899137763,,True
FOREX_audcad-day-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7465940054495913,0.7464998647714711,0.7463613140854275,0.8320263767599357,0.5057924519524962,6.071596622467041,0.4837667942047119,ok,,1467,1173,0,367,0.5439850687980652,True,0.1,True,19,1e-05,True,6.035795211791992,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft=alpha0.1 rows=1834<2000,30,1,epoch_chunk,accuracy,0.7108843537414966,0.7346938775510204,0.7108843537414966,0.7346938775510204,11,True,False,,f_mmd,test,standardized_l2,4.068653121493625,4.157856338667875,,True
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7154592127780947,0.715436456154208,0.7151407149029323,0.7900490229337532,0.5536125785222564,47.57798099517822,24.829893589019775,ok,,35060,28048,0,8765,0.5494498014450073,True,0.1,False,39,1e-05,True,47.27847075462341,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=43825>=2000,30,3,epoch_chunk,accuracy,0.7154877353108956,0.7169138619509412,0.7154877353108956,0.7169138619509412,5,True,False,,f_mmd,test,standardized_l2,3.5237306019266996,2.893548012524231,,True
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7493188010899182,0.749274129655601,0.7495692984019486,0.8400463375512385,0.49605757099532544,5.911214351654053,0.48444032669067383,ok,,1466,1172,0,367,0.5839159786701202,True,0.1,True,18,1e-05,True,5.875633239746094,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft=alpha0.1 rows=1833<2000,30,1,epoch_chunk,accuracy,0.7108843537414966,0.7278911564625851,0.7108843537414966,0.7278911564625851,10,True,False,,f_mmd,test,standardized_l2,2.994088838022505,0.6898217693369819,,True
FOREX_audjpy-day-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audjpy-day-High,binclass,1465,293,367,10,2,0.784741144414169,0.7843529871692693,0.7836484156708876,0.8555079959574342,0.47494467663282686,3.781768560409546,0.48351526260375977,ok,,1465,1172,0,367,0.5196277499198914,True,0.1,True,11,1e-05,True,3.7513387203216553,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft=alpha0.1 rows=1832<2000,30,1,epoch_chunk,accuracy,0.7508532423208191,0.7542662116040956,0.7508532423208191,0.7542662116040956,3,True,False,,f_mmd,test,standardized_l2,3.5382923649494202,1.6242145012144624,,True
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7220764403879064,0.7220514955581413,0.7217437540042443,0.800008640360573,0.5412186533393606,30.039422750473022,24.799834489822388,ok,,35060,28048,0,8765,0.5291644036769867,True,0.1,False,24,1e-05,True,29.77116060256958,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=43825>=2000,30,3,epoch_chunk,accuracy,0.7183399885909869,0.7183399885909869,0.7183399885909869,0.7183399885909869,0,True,False,,f_mmd,test,standardized_l2,2.975364529020169,3.0263988010607172,,True
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.7134055904164289,0.7134558403743225,0.713398072783,0.7887830377972662,0.5529078984886968,73.84369373321533,24.821852445602417,ok,,35060,28048,0,8765,0.5591342747211456,True,0.1,False,60,1e-05,True,73.50600504875183,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=43825>=2000,30,3,epoch_chunk,accuracy,0.7007986309184255,0.7173416999429549,0.7007986309184255,0.7173416999429549,12,True,False,,f_mmd,test,standardized_l2,3.0585773490655743,1.1719593065459801,,True
FOREX_audusd-hour-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audusd-hour-High,binclass,35060,7012,8765,10,2,0.7080433542498574,0.7079871124170233,0.7068330650673604,0.7890630037171288,0.5514352602941334,55.56523013114929,24.873033046722412,ok,,35060,28048,0,8765,0.5564296543598175,True,0.1,False,45,1e-05,True,55.24132204055786,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=43825>=2000,30,3,epoch_chunk,accuracy,0.7102110667427267,0.7143468339988591,0.7102110667427267,0.7143468339988591,7,True,False,,f_mmd,test,standardized_l2,2.9530071671253113,1.9708000883579784,,True
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7302452316076294,0.7300247602130641,0.7303248990258968,0.7930921834164886,0.5531449047986445,3.0264530181884766,0.48244762420654297,ok,,1467,1173,0,367,0.5595188140869141,True,0.1,True,8,1e-05,True,2.9943795204162598,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft=alpha0.1 rows=1834<2000,30,1,epoch_chunk,accuracy,0.7006802721088435,0.7006802721088435,0.7006802721088435,0.7006802721088435,0,True,False,,f_mmd,test,standardized_l2,3.776602170960882,2.105280947087688,,True
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7178551055333714,0.7178673202632553,0.7175397227811717,0.7905371723445969,0.5534836089236741,54.49254631996155,24.873766660690308,ok,,35060,28048,0,8765,0.5586788058280945,True,0.1,False,45,1e-05,True,54.21010875701904,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=43825>=2000,30,3,epoch_chunk,accuracy,0.7139189960068454,0.7156303479749002,0.7139189960068454,0.7156303479749002,7,True,False,,f_mmd,test,standardized_l2,3.2669085083144256,3.3070604113125714,,True
Firm-Teacher_Clave-Direction_Classification,/home/crc00006699/zh/tabiclv2/data184/Firm-Teacher_Clave-Direction_Classification,multiclass,8640,1728,2160,16,4,0.8810185185185185,0.8794340705695181,0.7993395997082894,0.9708537186896168,0.31351550690432967,12.719747543334961,3.471046209335327,ok,,8640,6912,0,2160,0.3445208966732025,True,0.1,False,11,1e-05,True,12.557141065597534,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft_skipped rows=10800>=2000,30,1,epoch_chunk,accuracy,0.8674768518518519,0.8692129629629629,0.8674768518518519,0.8692129629629629,3,True,False,,f_mmd,test,standardized_l2,1.0195324859952697,0.004496681417965261,,True
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data184/Fitness_Club_c,binclass,1200,240,300,6,2,0.8033333333333333,0.7961465279630122,0.7378673957621326,0.8230716651769283,0.4537298846486693,4.158208847045898,0.28927159309387207,ok,,1200,960,0,300,0.4595060348510742,True,0.1,True,13,1e-05,True,4.12635350227356,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | c_selection=f_mmd c_source=test c_metric=standardized_l2 | f_mmd_reserved_context=14.6426% source=test | wise_ft=alpha0.1 rows=1500<2000,30,1,epoch_chunk,accuracy,0.7666666666666667,0.7791666666666667,0.7666666666666667,0.7791666666666667,5,True,False,,f_mmd,test,standardized_l2,2.0519653808421237,0.9748071563695915,,True
