dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data184/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7351026539809714,0.7344315221559569,0.7342348356808165,0.9009282622970298,0.5943173556893282,42.247183322906494,0.7365751266479492,ok,,7987,6389,0,1997,,30,1e-05,True,28.019176244735718,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,7,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7503128911138923,0.7528160200250313,,,4,True,False,,f_mmd,test,standardized_l2,0.05,2.906243997341741,0.49307844842388704,,True
BNG(cmc),/home/crc00006699/zh/tabiclv2/data184/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5791139240506329,0.5757695080263163,0.5557515621463165,0.7561689769495344,0.8879823816930043,162.59163570404053,17.79700255393982,ok,,44236,35388,0,11060,,120,1e-05,True,162.59120178222656,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,36,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.5684900542495479,0.5686030741410488,,,2,True,False,,f_mmd,test,standardized_l2,0.05,3.035686876759988,0.4295868971754583,,True
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data184/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.8775,0.8659352919241737,0.7401754605144436,0.8812155761308302,0.31671133184625677,34.96834206581116,1.3720307350158691,ok,,8000,6400,0,2000,,30,1e-05,True,34.96795606613159,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,7,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.863125,0.865625,,,7,True,False,,f_mmd,test,standardized_l2,0.05,2.208276377830632,0.3833294254054219,,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data184/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9166666666666666,0.9166649061016333,0.9166645344763438,0.9752654576951922,0.20167959616425077,39.52561974525452,3.911022424697876,ok,,16512,13209,0,4128,,60,1e-05,True,39.525230884552,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,14,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9164396003633061,0.9164396003633061,,,0,True,False,,f_mmd,test,standardized_l2,0.05,7.306161746696758,9.717033213134972,,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data184/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8324155193992491,0.7585640514713248,0.5043775881086332,0.6248012372825408,0.43964552360992826,70.23640823364258,5.341551780700684,ok,,31958,25566,0,7990,,90,1e-05,True,70.23591709136963,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.833072590738423,0.833072590738423,,,0,True,False,,f_mmd,test,standardized_l2,0.05,109.01227636653739,262.1125184132638,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.5GHz(Urbinati),binclass,1920,384,480,30,2,0.95,0.9500130228681566,0.9506395995550612,0.989867213570634,0.13055260640530877,6.758804559707642,0.5629253387451172,ok,,1920,1536,0,480,,30,1e-05,True,6.758346080780029,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9609375,0.9609375,,,0,True,False,,f_mmd,test,standardized_l2,0.05,3.316421665732944,0.44553244638018075,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9333333333333333,0.9333506971575419,0.9339543937708565,0.9838014460511679,0.16973670623471876,8.206452131271362,0.5654451847076416,ok,,1920,1536,0,480,,30,1e-05,True,8.206082582473755,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.953125,0.9583333333333334,,,2,True,False,,f_mmd,test,standardized_l2,0.05,3.020260597973345,0.3775370022206092,,True
Credit_c,/home/crc00006699/zh/tabiclv2/data184/Credit_c,multiclass,80000,16000,20000,22,3,0.7002,0.7020100208506561,0.6926386336686723,0.8506454229725323,0.670042300847118,502.0862145423889,117.13878893852234,ok,,80000,64000,0,20000,,210,1e-05,True,502.0857367515564,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,64,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.698625,0.6986875,,,4,True,False,,f_mmd,test,standardized_l2,0.05,1.6450370694494385e+87,5.061701168090449e+86,,True
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data184/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7532467532467533,0.7527808382399497,0.7507904245709123,0.8387157482685937,0.48657145028974164,3.6822755336761475,0.23943209648132324,ok,,920,736,0,231,,30,1e-05,True,3.6817471981048584,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.75,0.75,,,0,True,False,,f_mmd,test,standardized_l2,0.05,8.221732014082974,6.802277606946493,,True
Employee,/home/crc00006699/zh/tabiclv2/data184/Employee,binclass,3722,745,931,8,2,0.8485499462943072,0.8412463440001446,0.7982917348608838,0.8702229950900163,0.3636452274375175,17.21524167060852,0.4486422538757324,ok,,3722,2977,0,931,,30,1e-05,True,17.214818954467773,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,3,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.8469798657718121,0.851006711409396,,,13,True,False,,f_mmd,test,standardized_l2,0.05,2.6526752892204657,0.3256678440028151,,True
