dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,model_family,peft_method,peft_targets,peft_trainable_params,peft_trainable_ratio,peft_rank
OpenML-ID-40668,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40668,multiclass,54045,10809,13512,42,3,0.8544997039668443,0.8374586876333405,0.6676597810831756,0.9419938617754796,0.355723973589112,166.00614500045776,85.15019869804382,ok,,54045,43236,0,13512,,150,1e-05,True,166.00574851036072,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,acc,0.8440188731612545,0.8476269775187344,,,5,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40670,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40670,multiclass,2548,510,638,180,3,0.9733542319749215,0.9734601409062592,0.9712348975722,0.9981853678484488,0.0760669079219727,27.740257263183597,5.304677963256836,ok,,2548,2038,0,638,,30,1e-05,True,27.73992228507996,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9705882352941176,0.9725490196078432,,,4,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40701,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40701,binclass,4000,800,1000,20,2,0.97,0.9690275740299898,0.9084371568457468,0.9346345329799618,0.1190301727964137,9.09913730621338,2.1820952892303467,ok,,4000,3200,0,1000,,30,1e-05,True,9.09850811958313,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.97625,0.9775,,,6,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40927,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40927,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"TabPFNCUDAOutOfMemoryError: CUDA out of memory with 12,000 test samples.

This is issue is usually caused by one of the following two reasons:

1) Large test set — split into batches:

    predictions = []
    for i in range(0, len(X_test), 100):
        pred = model.predict_proba(X_test[i:i + 100])
        predictions.append(pred)
    predictions = np.vstack(predictions)

   Only with fit_mode='fit_with_cache', test rows are chunked
   automatically — lower the TABPFN_MAX_BATCHED_TEST_ROWS
   environment variable (currently 32768) to
   reduce peak memory without changing your code.

2) Large training set — batching won't help.
   Subsample your training data; see https://docs.priorlabs.ai
   for further guidance.

Your sizes: 48,000 train / 12,000 test samples, 3072 features.
Not sure which? If model.predict_proba(X_test[:1]) also fails, it's (2).

Original error: CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 2.00 MiB is free. Process 42026 has 23.56 GiB memory in use. Of the allocated memory 20.45 GiB is allocated by PyTorch, and 2.76 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,0,0,,0,,False,0.0,,,0,0,,,,,,,0,False,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40966,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40966,multiclass,864,173,216,77,8,1.0,1.0,1.0,1.0,0.0004103652271312,4.92514705657959,1.7444736957550049,ok,,864,691,0,216,,30,1e-05,True,4.924821615219116,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,1.0,1.0,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40975,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40975,multiclass,1382,277,346,6,4,1.0,1.0,1.0,1.0,0.0128765144330431,5.745145082473755,1.7200112342834473,ok,,1382,1105,0,346,,30,1e-05,True,5.744820594787598,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9927797833935018,0.9963898916967509,,,4,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40978,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40978,binclass,0,0,0,0,0,,,,,,0.0,0.0,fail,AssertionError: ,0,0,0,0,,0,,False,0.0,,,0,0,,,,,,,0,False,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40979,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40979,multiclass,1600,320,400,240,10,0.97,0.9699675113765313,0.97,0.9990555555555556,0.1166598350647938,11.45565629005432,4.30077075958252,ok,,1600,1280,0,400,,30,1e-05,True,11.455326557159424,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.975,0.975,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40982,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40982,multiclass,1552,311,389,27,7,0.794344473007712,0.7941409048400474,0.8079670433993742,0.9704174517731792,0.5030100369962127,4.580641984939575,1.722132921218872,ok,,1552,1241,0,389,,30,1e-05,True,4.580318212509155,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.8295819935691319,0.8295819935691319,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40983,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40983,binclass,3871,775,968,5,2,0.9907024793388428,0.9906598818919714,0.9497396708095398,0.998089519650655,0.0255640606295097,4.469176769256592,1.735030174255371,ok,,3871,3096,0,968,,30,1e-05,True,4.468686819076538,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9870967741935484,0.9870967741935484,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40984,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40984,multiclass,1848,370,462,16,7,0.9415584415584416,0.9414208427958888,0.9415584415584416,0.9959224277406096,0.1696846493694113,5.494736909866333,1.6945085525512695,ok,,1848,1478,0,462,,30,1e-05,True,5.4944398403167725,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9486486486486486,0.9513513513513514,,,3,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40994,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40994,binclass,432,87,108,18,2,0.9629629629629628,0.9608333333333332,0.8282828282828283,0.9057239057239056,0.1708213758970946,3.928667068481445,1.684544563293457,ok,,432,345,0,108,,30,1e-05,True,3.9283721446990967,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.942528735632184,0.942528735632184,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-40996,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-40996,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"TabPFNCUDAOutOfMemoryError: CUDA out of memory with 14,000 test samples.

This is issue is usually caused by one of the following two reasons:

1) Large test set — split into batches:

    predictions = []
    for i in range(0, len(X_test), 100):
        pred = model.predict_proba(X_test[i:i + 100])
        predictions.append(pred)
    predictions = np.vstack(predictions)

   Only with fit_mode='fit_with_cache', test rows are chunked
   automatically — lower the TABPFN_MAX_BATCHED_TEST_ROWS
   environment variable (currently 32768) to
   reduce peak memory without changing your code.

2) Large training set — batching won't help.
   Subsample your training data; see https://docs.priorlabs.ai
   for further guidance.

Your sizes: 56,000 train / 14,000 test samples, 784 features.
Not sure which? If model.predict_proba(X_test[:1]) also fails, it's (2).

Original error: CUDA out of memory. Tried to allocate 502.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 484.00 MiB is free. Process 42025 has 23.09 GiB memory in use. Of the allocated memory 21.89 GiB is allocated by PyTorch, and 870.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,0,0,,0,,False,0.0,,,0,0,,,,,,,0,False,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-41027,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-41027,multiclass,35855,7171,8964,6,3,0.9718875502008032,0.9718462390882584,0.9621136515807468,0.9983031487504536,0.091939912551943,111.13797974586488,35.152239084243774,ok,,35855,28684,0,8964,,90,1e-05,True,111.13767552375792,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,acc,0.9510528517640496,0.9687630734904475,,,27,False,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-4134,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-4134,binclass,0,0,0,0,0,,,,,,0.0,0.0,fail,AssertionError: ,0,0,0,0,,0,,False,0.0,,,0,0,,,,,,,0,False,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-44,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-44,binclass,3680,736,921,57,2,0.9598262757871878,0.9598358904607924,0.9581815219645132,0.99089131787079,0.1167930660921042,6.839691877365112,3.099645137786865,ok,,3680,2944,0,921,,30,1e-05,True,6.839378833770752,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9619565217391304,0.9619565217391304,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-4534,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-4534,binclass,8844,1769,2211,30,2,0.9782903663500678,0.9782632811243964,0.976862597191598,0.9982584260349144,0.053769909485764,13.288949012756348,5.856362581253052,ok,,8844,7075,0,2211,,30,1e-05,True,13.288602113723757,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9768230638778972,0.9768230638778972,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-4538,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-4538,multiclass,7898,1580,1975,32,5,0.8111392405063291,0.8098807687085597,0.7860807533894218,0.958541630992,0.5353808089040009,27.371548175811768,5.243497371673584,ok,,7898,6318,0,1975,,30,1e-05,True,27.37102031707764,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.779746835443038,0.7911392405063291,,,20,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-458,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-458,multiclass,672,135,169,70,4,1.0,1.0,1.0,1.0,0.0018141219161292,4.789865732192993,1.707622528076172,ok,,672,537,0,169,,30,1e-05,True,4.789555072784424,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,1.0,1.0,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-46,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-46,multiclass,2552,511,638,60,3,0.9608150470219436,0.9608144483213632,0.9538764390372708,0.9964477607515886,0.0997300092485316,8.02043080329895,2.306777238845825,ok,,2552,2041,0,638,,30,1e-05,True,8.020111322402954,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9706457925636008,0.9706457925636008,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-469,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-469,multiclass,637,128,160,4,6,0.20625,0.176916148544438,0.2055356431700517,0.537149259188927,1.7798916905754965,3.946999311447144,1.7076287269592283,ok,,637,509,0,160,,30,1e-05,True,3.946532964706421,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.1875,0.1875,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-50,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-50,binclass,766,154,192,9,2,0.9739583333333334,0.9737089603283174,0.9626865671641792,0.9997611940298508,0.0523910363484459,4.267451286315918,1.675734281539917,ok,,766,612,0,192,,30,1e-05,True,4.267148733139038,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.987012987012987,0.987012987012987,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-54,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-54,multiclass,676,136,170,18,4,0.9,0.8984333429859463,0.9004329004329005,0.9746389678030304,0.2600723108738537,5.966964721679688,1.692725658416748,ok,,676,540,0,170,,30,1e-05,True,5.966658353805542,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.9044117647058824,0.9264705882352942,,,5,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-554,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-554,multiclass,56000,11200,14000,784,10,0.9907142857142858,0.9907131352284188,0.990638771200301,0.9999193064131529,0.0403934456982722,23.15885853767395,436.09028911590576,ok,,56000,0,0,14000,,0,1e-05,False,0.0,,"TTT OOM; used original model parameters for inference: TabPFNCUDAOutOfMemoryError: CUDA out of memory with 11,200 test samples. This is issue is usually caused by one of the following two reasons: 1) Large test set — split into batches: predictions = [] for i in range(0, len(X_test), 100): pred = model.predict_proba(X_test[i:i + 100]) predictions.append(pred) predictions = np.vstack(predictions) Only with fit_mode='fit_with_cache', test rows are chunked automatically — lower the TABPFN_MAX_BATCHED_TEST_ROWS environment variable (currently 32768) to reduce peak memory without changing your code. 2) Large training set — batching won't help. Subsample your training data; see https://docs.priorlabs.ai for further guidance. Your sizes: 44,800 train / 11,200 test samples, 784 features. Not sure which? If model.predict_proba(X_test[:1]) also fails, it's (2). Original error: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.57 GiB of which 6.09 GiB is free. Process 42026 has 17.47 GiB memory in use. Of the allocated memory 13.28 GiB is allocated by PyTorch, and 3.85 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0,0,,,,,,,0,False,True,"TTT OOM; used original model parameters for inference: TabPFNCUDAOutOfMemoryError: CUDA out of memory with 11,200 test samples. This is issue is usually caused by one of the following two reasons: 1) Large test set — split into batches: predictions = [] for i in range(0, len(X_test), 100): pred = model.predict_proba(X_test[i:i + 100]) predictions.append(pred) predictions = np.vstack(predictions) Only with fit_mode='fit_with_cache', test rows are chunked automatically — lower the TABPFN_MAX_BATCHED_TEST_ROWS environment variable (currently 32768) to reduce peak memory without changing your code. 2) Large training set — batching won't help. Subsample your training data; see https://docs.priorlabs.ai for further guidance. Your sizes: 44,800 train / 11,200 test samples, 784 features. Not sure which? If model.predict_proba(X_test[:1]) also fails, it's (2). Original error: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.57 GiB of which 6.09 GiB is free. Process 42026 has 17.47 GiB memory in use. Of the allocated memory 13.28 GiB is allocated by PyTorch, and 3.85 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
OpenML-ID-6332,/home/crc00006699/zh/tabiclv2/openml_cc18/OpenML-ID-6332,binclass,432,87,108,37,2,0.8518518518518519,0.8513815402704291,0.8457223001402525,0.9298737727910238,0.3347211275709912,4.852911949157715,1.7305455207824707,ok,,432,345,0,108,,30,1e-05,True,4.852603197097778,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,acc,0.735632183908046,0.735632183908046,,,0,True,False,,tabpfnv3,last_layers,tabpfnv3_all,2567808,0.0483096164546729,
