dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_gate_decision,ttt_gate_reason,ttt_gate_confidence_mean,ttt_gate_confidence_p10,ttt_gate_entropy_mean,ttt_gate_entropy_norm_mean,ttt_gate_stability_mean,ttt_gate_probe_seconds
analcatdata_authorship,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/analcatdata_authorship,multiclass,672,135,169,69,4,0.9940828402366864,0.9940804879569156,0.9957627118644068,0.9999242768178148,0.0105286731713866,1.8445215225219729,0.7387294769287109,ok,,672,537,0,169,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.997052>=0.700000; entropy_norm_mean=0.005196<=0.450000; stability_mean=0.998521>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.997052>=0.700000; entropy_norm_mean=0.005196<=0.450000; stability_mean=0.998521>=0.800000,0.997052128851061,0.9999192237854004,0.0072031080121919,0.0051959441040884,0.9985207100591716,1.2174553871154783
banknote_authentication,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/banknote_authentication,binclass,1097,220,275,4,2,0.5381818181818182,0.4413918493181166,0.4919639987142398,0.526786670952534,0.6867512734265135,4.297434568405151,0.1819252967834472,ok,,1097,877,0,275,0.6798033118247986,8,1e-05,True,3.200096368789673,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; confidence_mean=0.568538<threshold=0.700000; entropy_norm_mean=0.983400>threshold=0.450000,30,1,epoch_chunk,accuracy,0.5818181818181818,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,True,False,,apply_uncertain,uncertain baseline; confidence_mean=0.568538<threshold=0.700000; entropy_norm_mean=0.983400>threshold=0.450000,0.5685376037250865,0.5256935119628906,0.6816407784478312,0.983399770734379,0.9777272727272728,1.0707154273986816
car-evaluation,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/car-evaluation,multiclass,1382,277,346,21,4,0.9855491329479767,0.985510846572902,0.9699959131777314,0.99971200002883,0.0226770861655106,1.6180717945098877,0.7031934261322021,ok,,1382,1105,0,346,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.988728>=0.700000; entropy_norm_mean=0.018846<=0.450000; stability_mean=0.994942>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.988728>=0.700000; entropy_norm_mean=0.018846<=0.450000; stability_mean=0.994942>=0.800000,0.9887275557986572,0.9960662722587584,0.0261255209050315,0.0188455797251649,0.994942196531792,1.0190718173980713
contraceptive_method_choice,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/contraceptive_method_choice,multiclass,1178,236,295,9,3,0.6372881355932203,0.6356221051172173,0.6106558709719377,0.7948118572256018,0.8236246965571389,4.594152688980103,0.4603986740112304,ok,,1178,942,0,295,0.9319413602352142,8,1e-05,True,3.720860958099365,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; confidence_mean=0.584064<threshold=0.700000; entropy_norm_mean=0.789708>threshold=0.450000,30,1,epoch_chunk,accuracy,0.5423728813559322,0.5423728813559322,0.5423728813559322,0.5423728813559322,0,True,False,,apply_uncertain,uncertain baseline; confidence_mean=0.584064<threshold=0.700000; entropy_norm_mean=0.789708>threshold=0.450000,0.5840639781143706,0.4211156070232391,0.8675825344695749,0.7897076552105372,0.973728813559322,0.8310246467590332
drug_consumption,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/drug_consumption,multiclass,1507,302,377,12,7,0.403183023872679,0.2316968605998004,0.1428571428571428,0.5297343818540019,1.5125163592279736,4.849523067474365,0.6285290718078613,ok,,1507,1205,0,377,1.4990973472595217,8,1e-05,True,3.8102753162384033,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; confidence_mean=0.424793<threshold=0.700000; entropy_norm_mean=0.746911>threshold=0.450000,30,1,epoch_chunk,accuracy,0.4039735099337748,0.4039735099337748,0.4039735099337748,0.4039735099337748,0,True,False,,apply_uncertain,uncertain baseline; confidence_mean=0.424793<threshold=0.700000; entropy_norm_mean=0.746911>threshold=0.450000,0.4247928924206397,0.3912571310997009,1.4534219087981222,0.7469111096952341,0.9963527851458884,0.9896938800811768
golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/golf_play_dataset_extended,binclass,876,176,219,9,2,0.9452054794520548,0.9452054794520548,0.9174415682332244,0.9805227444081428,0.1500835663409379,1.6711623668670654,0.7323267459869385,ok,,876,700,0,219,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.939959>=0.700000; entropy_norm_mean=0.200936<=0.450000; stability_mean=0.992580>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.939959>=0.700000; entropy_norm_mean=0.200936<=0.450000; stability_mean=0.992580>=0.800000,0.9399587667151672,0.7488502383232116,0.1392783800064698,0.2009362281383825,0.992579908675799,1.1042723655700684
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,1.0,1.0,1.0,2.3057364057800555e-06,1.7296173572540283,0.7830097675323486,ok,,1176,940,0,294,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.999998>=0.700000; entropy_norm_mean=0.000042<=0.450000; stability_mean=1.000000>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.999998>=0.700000; entropy_norm_mean=0.000042<=0.450000; stability_mean=1.000000>=0.800000,0.9999978337563624,0.9999962091445924,2.9142781849992812e-05,4.204414685269353e-05,1.0,1.132274866104126
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,1.0,1.0,1.6068522330736386e-06,2.0905210971832275,0.8970255851745605,ok,,864,691,0,216,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.999998>=0.700000; entropy_norm_mean=0.000013<=0.450000; stability_mean=1.000000>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.999998>=0.700000; entropy_norm_mean=0.000013<=0.450000; stability_mean=1.000000>=0.800000,0.99999814066622,0.999996930360794,2.6723985874544075e-05,1.2851520631330485e-05,1.0,1.4123733043670654
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/one-hundred-plants-shape,multiclass,1280,256,320,64,100,0.840625,0.8301463293650793,0.8383333333333333,0.9961034520624524,0.5680515296233255,4.72487998008728,6.920981407165527,ok,,1280,1024,0,320,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.796005>=0.700000; entropy_norm_mean=0.152358<=0.450000; stability_mean=0.925000>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.796005>=0.700000; entropy_norm_mean=0.152358<=0.450000; stability_mean=0.925000>=0.800000,0.7960048524662853,0.4204815745353699,0.7016358990012999,0.1523582996207459,0.925,4.233981609344482
pc1,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/pc1,binclass,887,178,222,21,2,0.945945945945946,0.9366302968198704,0.6618357487922705,0.8974235104669888,0.1535725982594798,1.800574779510498,0.9090461730957032,ok,,887,709,0,222,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.948437>=0.700000; entropy_norm_mean=0.200323<=0.450000; stability_mean=0.993243>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.948437>=0.700000; entropy_norm_mean=0.200323<=0.450000; stability_mean=0.993243>=0.800000,0.9484371443589528,0.8508605718612671,0.1388535357874775,0.200323307490492,0.9932432432432432,1.2120361328125
pc4,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/pc4,binclass,1166,234,292,37,2,0.910958904109589,0.9074272635916472,0.7582465277777778,0.9614800347222222,0.1932896215941702,1.719726324081421,0.7671709060668945,ok,,1166,932,0,292,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.949138>=0.700000; entropy_norm_mean=0.173745<=0.450000; stability_mean=0.993151>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.949138>=0.700000; entropy_norm_mean=0.173745<=0.450000; stability_mean=0.993151>=0.800000,0.9491375564304116,0.7901707887649536,0.1204306153682874,0.1737446515630344,0.9931506849315068,1.1344196796417236
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.845,0.8419021663172606,0.8167943048214863,0.8949412145399632,0.3955928734064206,7.748607635498047,1.418722152709961,ok,,800,640,0,200,0.4581575095653534,8,1e-05,True,6.165632009506226,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.455139>threshold=0.450000,30,1,epoch_chunk,accuracy,0.8375,0.8375,0.8375,0.8375,0,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.455139>threshold=0.450000,0.8748919278383255,0.6535601317882538,0.3154782206116587,0.4551388643849144,0.98625,1.4443128108978271
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/steel_plates_faults,multiclass,1552,311,389,27,7,0.8483290488431876,0.8480963616620234,0.8902503360836694,0.9820013482799828,0.3679189014832172,1.7662475109100342,0.7555952072143555,ok,,1552,1241,0,389,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.844887>=0.700000; entropy_norm_mean=0.197775<=0.450000; stability_mean=0.962725>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.844887>=0.700000; entropy_norm_mean=0.197775<=0.450000; stability_mean=0.962725>=0.800000,0.844887401496843,0.5408498167991638,0.3848517635833413,0.1977746833635542,0.9627249357326478,1.1554651260375977
vehicle,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/vehicle,multiclass,676,136,170,18,4,0.8764705882352941,0.87399709513435,0.8766233766233766,0.9748813469516596,0.2565554178968192,1.538238525390625,0.7212016582489014,ok,,676,540,0,170,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.896719>=0.700000; entropy_norm_mean=0.154388<=0.450000; stability_mean=0.962500>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.896719>=0.700000; entropy_norm_mean=0.154388<=0.450000; stability_mean=0.962500>=0.800000,0.896719115972519,0.6177082180976868,0.214027369152718,0.1543881120455688,0.9625,0.981064796447754
wine-quality-red,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/wine-quality-red,multiclass,1279,256,320,4,6,0.671875,0.6567819741532978,0.3863919526143791,0.8317922962008719,0.8087772052720339,6.321102619171143,0.5483295917510986,ok,,1279,1023,0,320,0.8749324083328247,14,1e-05,True,5.42292594909668,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; confidence_mean=0.681411<threshold=0.700000,30,1,epoch_chunk,accuracy,0.6484375,0.66015625,0.6484375,0.66015625,6,True,False,,apply_uncertain,uncertain baseline; confidence_mean=0.681411<threshold=0.700000,0.6814109468832612,0.4945306181907654,0.7809051084015791,0.4358314393270749,0.9640625,0.8707644939422607
Basketball_c,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Basketball_c,binclass,1072,215,268,11,2,0.7089552238805971,0.7071286922033191,0.6856839121190645,0.7443302622253721,0.5769501650221012,9.546849489212036,0.434131383895874,ok,,1072,857,0,268,0.5636492371559143,11,1e-05,True,7.8774330615997314,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.794694>threshold=0.450000,30,1,epoch_chunk,accuracy,0.7581395348837209,0.7627906976744186,0.7581395348837209,0.7627906976744186,3,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.794694>threshold=0.450000,0.7145934540834,0.5459043264389039,0.5508397203757904,0.7946937329108162,0.988339552238806,1.6113688945770264
FOREX_audcad-day-High,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7465940054495913,0.7464998647714711,0.7463613140854275,0.8321748945523673,0.5061551590364243,4.485484600067139,0.4974458217620849,ok,,1467,1173,0,367,0.5105012655258179,8,1e-05,True,3.4262967109680176,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.721952>threshold=0.450000,30,1,epoch_chunk,accuracy,0.7108843537414966,0.7108843537414966,0.7108843537414966,0.7108843537414966,0,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.721952>threshold=0.450000,0.7563290435221929,0.5488347291946412,0.5004193138726885,0.7219524624891853,0.976158038147139,1.0128116607666016
FOREX_audjpy-day-High,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/FOREX_audjpy-day-High,binclass,1465,293,367,10,2,0.7874659400544959,0.7871334795888758,0.7864574044349325,0.8543190060043994,0.4776357526890799,7.515035390853882,0.5325632095336914,ok,,1465,1172,0,367,0.5398975014686584,16,1e-05,True,6.577934980392456,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.730190>threshold=0.450000,30,1,epoch_chunk,accuracy,0.7508532423208191,0.764505119453925,0.7508532423208191,0.764505119453925,8,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.730190>threshold=0.450000,0.7525812621337516,0.5563988089561462,0.5061292481585374,0.7301901563671815,0.9782016348773842,0.8983256816864014
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Fitness_Club_c,binclass,1200,240,300,6,2,0.7966666666666666,0.792733543259859,0.7423891897576108,0.8233871391766128,0.4551387870039574,8.503828525543213,0.3509521484375,ok,,1200,960,0,300,0.4588795155286789,19,1e-05,True,7.631787776947021,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.647810>threshold=0.450000,30,1,epoch_chunk,accuracy,0.7666666666666667,0.7833333333333333,0.7666666666666667,0.7833333333333333,11,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.647810>threshold=0.450000,0.7862693711121878,0.560493117570877,0.4490275218874694,0.6478097790497126,0.9891666666666666,0.834686279296875
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,binclass,1280,256,320,20,2,0.68125,0.6808011265842591,0.68125,0.75791015625,0.5538710025827074,10.383429288864136,0.6294991970062256,ok,,1280,1024,0,320,0.5427049100399017,18,1e-05,True,9.290698289871216,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=apply_uncertain: uncertain baseline; entropy_norm_mean=0.739832>threshold=0.450000,30,1,epoch_chunk,accuracy,0.671875,0.69140625,0.671875,0.69140625,10,True,False,,apply_uncertain,uncertain baseline; entropy_norm_mean=0.739832>threshold=0.450000,0.7484850656241179,0.5844687819480896,0.5128127294421763,0.7398323816709615,0.953515625,1.0151524543762207
Is-this-a-good-customer,/home/crc00006699/zh/tabiclv2/data200_by_rows/small_lt2000/Is-this-a-good-customer,binclass,1378,276,345,13,2,0.881159420289855,0.8282083919519438,0.4983606557377049,0.7392622950819672,0.3251110707289074,1.4626514911651611,0.5485215187072754,ok,,1378,1102,0,345,,0,1e-05,False,0.0,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | risk_gate=skip_low_risk: low-risk baseline; confidence_mean=0.911264>=0.700000; entropy_norm_mean=0.373008<=0.450000; stability_mean=0.999638>=0.800000,0,0,,,,,,,0,False,False,,skip_low_risk,low-risk baseline; confidence_mean=0.911264>=0.700000; entropy_norm_mean=0.373008<=0.450000; stability_mean=0.999638>=0.800000,0.91126352444939,0.7911608219146729,0.2585493031528033,0.3730077974838466,0.9996376811594204,0.9228248596191406
